filename, language, JSON with Comments, Markdown, JSON, Properties, JavaScript, XML, C#, HTML, TypeScript, CSS, comment, blank, total
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Migrations\20191009145604_AddedPublicId.cs, C#, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 3, 23
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Migrations\20191231121855_AddedLikeEntity.Designer.cs, C#, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 1, 40, 130
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Migrations\20191231121855_AddedLikeEntity.cs, C#, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 4, 46
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Migrations\20200102050026_MessageEntityAdded.Designer.cs, C#, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 1, 55, 173
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Migrations\20200102050026_MessageEntityAdded.cs, C#, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 5, 60
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Migrations\20200107235319_FaceComparison.Designer.cs, C#, 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 1, 93, 271
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Migrations\20200107235319_FaceComparison.cs, C#, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 7, 96
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Migrations\DataContextModelSnapshot.cs, C#, 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 1, 93, 269
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Models\Like.cs, C#, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 10
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Models\Message.cs, C#, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 19
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Models\Photo.cs, C#, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Models\Preferences.cs, C#, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 2, 1, 25
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Models\User.cs, C#, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 1, 30
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Models\UsersTemplate.cs, C#, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 2, 1, 25
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Models\Value.cs, C#, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Program.cs, C#, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 3, 39
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Properties\launchSettings.json, JSON, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\Startup.cs, C#, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 5, 7, 91
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\appsettings.Development.json, JSON, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\appsettings.json, JSON, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\bin\Debug\netcoreapp2.2\Data\UserSeedData.json, JSON, 0, 0, 491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 491
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\bin\Debug\netcoreapp2.2\DatingApp.API.deps.json, JSON, 0, 0, 5535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5535
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\bin\Debug\netcoreapp2.2\DatingApp.API.runtimeconfig.dev.json, JSON, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\bin\Debug\netcoreapp2.2\DatingApp.API.runtimeconfig.json, JSON, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\bin\Debug\netcoreapp2.2\Properties\launchSettings.json, JSON, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\bin\Debug\netcoreapp2.2\appsettings.Development.json, JSON, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\bin\Debug\netcoreapp2.2\appsettings.json, JSON, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\obj\DatingApp.API.csproj.EntityFrameworkCore.targets, XML, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 1, 26
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\obj\DatingApp.API.csproj.nuget.dgspec.json, JSON, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\obj\DatingApp.API.csproj.nuget.g.props, XML, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 29
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\obj\DatingApp.API.csproj.nuget.g.targets, XML, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 17
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\obj\Debug\netcoreapp2.2\DatingApp.API.AssemblyInfo.cs, C#, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 5, 3, 17
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\obj\Debug\netcoreapp2.2\DatingApp.API.RazorAssemblyInfo.cs, C#, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 10, 5, 21
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\obj\Debug\netcoreapp2.2\project.razor.json, JSON, 0, 0, 2964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2964
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\DatingApp.API\obj\project.assets.json, JSON, 0, 0, 12636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12636
c:\Users\danie\Desktop\Projekty\DatingApp\DatingApp\README.md, Markdown, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
Total, -, 8, 26, 37045, 10, 53, 86, 2846, 769, 1608, 155, 162, 1160, 43928
